external_id	language	cefr_level	category	subskill	name_en	name_de	name_fr	teaching_order	is_foundation	core_rule	when_to_use	pattern	contrast_rules	main_traps	anchor_examples	exercise_tags	xray_sentence	xray_marks	source_refs	sub_band	prerequisites	contrast_partners	detector	rule_short_en	rule_short_de	rule_short_fr	review_status
FR2_B21_PP_AGREEMENT_PRONOMINAL	fr	B2	Agreement	pp_agreement_pronominal	Participle agreement with pronominal verbs: elles se sont parlé	Partizipangleichung bei reflexiven Verben: elles se sont parlé	L'accord du participe des verbes pronominaux : elles se sont parlé	1220	false	With pronominal verbs in compound tenses, the participle agrees with se only when se is the direct object (elles se sont lavées, ils se sont rencontrés); it stays invariable when se is indirect (se parler, se téléphoner, se sourire, se plaire: elles se sont parlé) or when a direct object follows (elle s'est lavé les mains); essentially pronominal verbs (s'enfuir, se souvenir, s'absenter) agree with the subject.	Use it whenever you write a pronominal verb in the passé composé or another compound tense with a feminine or plural subject.	se (direct object) + être + agreeing participle; se (indirect) or direct object after the verb + invariable participle	A2.1 taught the default (elle s'est levée); here the exceptions: elle s'est lavé les mains, ils se sont téléphoné. | As with avoir (B1.1), a direct object placed before the verb triggers agreement: les mains qu'elle s'est lavées.	✗ Elles se sont parlées hier. → ✓ Elles se sont parlé hier. | agreeing when a direct object follows: elle s'est coupé le doigt, not coupée | verbs built with à (parler à, téléphoner à, écrire à, plaire à) have an indirect se: no agreement	Elles se sont rencontrées à la fac. | Elle s'est lavé les mains avant de manger. | Nous nous sommes téléphoné tous les soirs.	agreement | pronominal_verbs | passe_compose | spelling	Elles se sont vues, elles se sont parlé, puis elles se sont serré la main.	se sont vues=>se_direct_object=>voir quelqu'un: se is the direct object, so agreement||se sont parlé=>se_indirect_object=>parler à quelqu'un: no agreement||serré la main=>object_after_verb=>a direct object follows: no agreement	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_A21_PC_PRONOMINAL | FR2_B11_PP_AGREEMENT_AVOIR		regex:\b(?:se|s'|nous|vous) ?(?:sont|sommes|êtes|est|seront|étaient|étions|étiez|était) (?:\w+ )?(?:parlé|téléphoné|écrit|souri|plu|succédé|menti|nui|ressemblé|lavé|coupé|brossé|serré|cassé|rencontrée?s|vue?s|retrouvée?s|disputée?s)\b	The participle agrees only if se is the direct object: elles se sont lavées, elles se sont parlé.	Das Partizip wird nur angeglichen, wenn se direktes Objekt ist: elles se sont lavées, elles se sont parlé.	Le participe s'accorde seulement si se est COD : elles se sont lavées, mais elles se sont parlé.	draft
FR2_B21_DOUBLE_PRONOUNS_COMPOUND	fr	B2	Pronouns	double_pronouns_compound_imperative	Double pronouns in the passé composé and imperative	Doppelpronomen im Passé composé und Imperativ	Les doubles pronoms au passé composé et à l'impératif	1230	false	In compound tenses the pronoun pair keeps its order (me/te/se/nous/vous, le/la/les, lui/leur, y, en) and goes before the auxiliary, with agreement after a preceding le/la/les (je la lui ai donnée); in the affirmative imperative the direct object comes first and moi/toi replace me/te except before en (donne-le-moi, donnez-m'en, parle-lui-en), while the negative imperative keeps the normal order (ne me le donne pas).	Use it to talk about things already given, sent, said or shown, and to ask for them without repeating nouns.	subject + pronoun + pronoun + avoir/être + participle; verb-le/la/les-moi/lui/nous/leur; verb-m'en, verb-lui-en	B1.1 covered the pair order in simple tenses (je le lui donne); here the auxiliary and imperative positions. | Affirmative imperative: le before moi (donne-le-moi); negative imperative: me before le (ne me le donne pas).	✗ Donne-moi-le. → ✓ Donne-le-moi. | moi before en becomes m': donnez-m'en, not donnez-moi-en | forgetting agreement: les photos, je les lui ai envoyées	Les clés ? Je les lui ai rendues hier. | Ton livre, prête-le-moi, s'il te plaît. | Il reste du café ? Donnez-m'en un peu.	double_pronouns | passe_compose | imperative | word_order	La lettre ? Je la lui ai déjà envoyée, mais renvoie-la-moi.	la lui ai déjà envoyée=>compound_order=>both pronouns before ai; envoyée agrees with la||renvoie-la-moi=>imperative_order=>affirmative imperative: la before moi	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_B11_DOUBLE_PRONOUNS | FR2_A22_IMPERATIVE_PRONOUNS		regex:\b(?:me|te|se|le|la|les|l')\s?(?:le|la|les|l'|lui|leur|en|y)\s?(?:ai|as|a|avons|avez|ont|suis|es|est|sommes|êtes|sont|avais|avait|avaient|aurai|aurais|aurait)\b|\b\w+-(?:le|la|les)-(?:moi|toi|lui|nous|vous|leur)\b|\b\w+-(?:m'|t'|lui-|nous-|vous-|leur-)en\b	In compound tenses both pronouns precede avoir/être; in the affirmative imperative they follow: donne-le-moi, donnez-m'en.	In zusammengesetzten Zeiten stehen beide Pronomen vor avoir/être; im bejahten Imperativ danach: donne-le-moi, donnez-m'en.	Aux temps composés, les deux pronoms précèdent l'auxiliaire ; à l'impératif affirmatif, ils suivent : donne-le-moi, donnez-m'en.	draft
FR2_B21_RELATIVE_QUOI	fr	B2	Relative clauses	ce_a_quoi	Ce à quoi, ce sur quoi, à quoi	Ce à quoi, ce sur quoi, à quoi	Ce à quoi, ce sur quoi, à quoi	1240	false	After a preposition, the relative pronoun is quoi when it refers to ce, rien, quelque chose, cela or a whole idea (ce à quoi je m'attendais, rien sur quoi compter, ce contre quoi je me bats); with de, French normally uses ce dont instead of ce de quoi.	Use it to talk about ideas, plans and topics rather than people or named things: what I'm thinking about, what I count on.	ce + preposition + quoi + subject + verb (penser à → ce à quoi je pense)	Qui / lequel after a preposition (B1.2) refer to a noun (la table sur laquelle, l'ami avec qui); quoi refers to ce, rien, quelque chose or an idea. | Ce dont (B1.1) covers verbs built with de; ce à quoi covers verbs built with à (penser à, s'attendre à, s'intéresser à).	✗ C'est ce que je pense à. → ✓ C'est ce à quoi je pense. | using lequel for an idea: ce sur quoi, not ce sur lequel | leaving the preposition at the end as in English	Ce n'est pas ce à quoi je m'attendais. | C'est exactement ce sur quoi on doit travailler. | Voilà ce contre quoi je me bats.	relative_pronouns | quoi | prepositions | ce_a_quoi	Ce à quoi je pense, c'est un week-end à la mer.	Ce à quoi=>relative_quoi=>penser à + an idea: ce à quoi||je pense=>verb_with_a=>penser à governs the à	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_B12_RELATIVE_PREPOSITION | FR2_B11_CE_QUI_CE_QUE		regex:\b(?:ce|rien|chose) (?:à|sur|contre|pour|avec|par|sans|vers|de) quoi\b	When the antecedent is an idea (ce, rien, quelque chose), use preposition + quoi: ce à quoi je pense.	Bezieht man sich auf eine Idee (ce, rien, quelque chose), steht Präposition + quoi: ce à quoi je pense.	Quand l'antécédent est une idée (ce, rien, quelque chose), on emploie préposition + quoi : ce à quoi je pense.	draft
FR2_B21_CONCESSION	fr	B2	Connectors	cependant_toutefois_malgre	Cependant, toutefois, malgré, même si	Cependant, toutefois, malgré, même si	Cependant, toutefois, malgré, même si	1250	true	Cependant, toutefois and néanmoins are formal adverbs of concession that open or interrupt the second sentence; malgré is a preposition followed by a noun or pronoun (malgré la pluie); même si introduces a clause in the indicative, never the conditionnel or the subjonctif.	Use it in emails, reports and arguments to concede a point while maintaining another.	sentence. Cependant / Toutefois, sentence; malgré + noun; même si + indicatif	Bien que (B2.1) + subjonctif introduces a clause; malgré takes only a noun: malgré la pluie, not malgré qu'il pleut. | Pourtant and mais (B1.2) are the everyday forms; cependant and toutefois sound written and formal.	✗ Malgré qu'il pleut, on sort. → ✓ Malgré la pluie, on sort. | même si never takes the conditionnel: même s'il pleuvait, not même s'il pleuvrait | malgré que + subjonctif exists but is criticised in careful French; prefer bien que	Le projet est intéressant ; toutefois, le budget est trop serré. | Malgré la grève, elle est arrivée à l'heure. | Même s'il est tard, je t'appelle.	concession | connectors | malgre | formal_register	Malgré la pluie, on est sortis ; cependant, on n'est pas restés longtemps.	Malgré la pluie=>preposition_noun=>malgré + noun||cependant=>linking_adverb=>formal however, between two clauses	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_B12_OPPOSITION	FR2_B21_CONCESSION_SUBJ	regex:\bmalgré (?:la|le|les|l'|un|une|des|son|sa|ses|mon|ma|mes|ton|ta|tes|notre|nos|votre|vos|leur|leurs|cela|ça|tout|lui|elle|eux|moi|toi)\b|\b(?:cependant|toutefois|néanmoins)\b|\bmême s(?:i |')	Cependant and toutefois link sentences, malgré takes a noun, and même si takes the indicative.	Cependant und toutefois verbinden Sätze, malgré steht mit einem Nomen, même si mit dem Indikativ.	Cependant et toutefois relient deux phrases, malgré se construit avec un nom, même si avec l'indicatif.	draft
FR2_B21_CAUSE_ADVANCED	fr	B2	Connectors	puisque_etant_donne_que	Puisque, étant donné que, vu que, faute de	Puisque, étant donné que, vu que, faute de	Puisque, étant donné que, vu que, faute de	1260	false	Puisque, étant donné que, vu que and du moment que introduce a cause presented as known or obvious, followed by the indicative; faute de + noun (no article) or infinitive gives a cause by absence (faute de temps, faute d'avoir réservé).	Use it to justify a decision with a reason everyone accepts, or to explain that something failed for lack of something.	puisque / étant donné que / vu que + indicatif; faute de + noun / infinitive	Parce que (A2.1) answers pourquoi with new information; puisque presents a cause the listener already knows or accepts. | Grâce à / à cause de (B1.1) + noun give a positive or negative cause; faute de + noun gives a cause by lack.	✗ Pourquoi tu restes ? Puisque je suis malade. → ✓ Parce que je suis malade. | faute de takes no article: faute de temps, not faute du temps | vu que and étant donné que take the indicative, not the subjonctif	Puisque tu es là, aide-moi à porter ça. | Étant donné que le train est annulé, on prendra le bus. | Faute de temps, on n'a pas visité le musée.	cause | connectors | puisque | faute_de	Vu qu'il pleut, et faute de parapluie, on reste à la maison.	Vu qu'=>known_cause=>cause presented as obvious, + indicatif||faute de parapluie=>lack_cause=>cause by absence, no article	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_B11_CAUSE_PREPOSITIONS		regex:\bpuisqu(?:e |')|\bétant donné qu(?:e |')|(?:^|[,;.:]\s*|\bet )vu qu(?:e |')|\bfaute d(?:e |')|\bdu moment qu(?:e |')	Puisque, étant donné que and vu que give a known cause; faute de means for lack of.	Puisque, étant donné que und vu que nennen einen bekannten Grund; faute de heißt mangels.	Puisque, étant donné que et vu que donnent une cause connue ; faute de signifie par manque de.	draft
FR2_B21_CONSEQUENCE_ADVANCED	fr	B2	Connectors	si_bien_que_tellement_que	Si bien que, tellement… que, si… que	Si bien que, tellement … que, si … que	Si bien que, tellement… que, si… que	1270	false	Si bien que and de sorte que (result) take the indicative; si / tellement + adjective or adverb + que, tellement de / tant de + noun + que and verb + tellement / tant + que link a degree to its consequence, also in the indicative. De sorte que + subjonctif expresses purpose, not result.	Use it to tell cause and effect with emphasis: it was so noisy that we left.	…, si bien que + indicatif; si / tellement + adj. / adv. + que; tellement de / tant de + noun + que; verb + tellement / tant + que	C'est pourquoi and par conséquent (B1.2) start a new sentence; si bien que attaches the result inside the same sentence. | De sorte que + indicatif = result (il a crié, de sorte que tout le monde l'a entendu); de sorte que + subjonctif = purpose (parle fort de sorte qu'on t'entende).	✗ Il était tellement fatigué qu'il soit parti. → ✓ Il était tellement fatigué qu'il est parti. | tellement de + noun takes no article: tellement de travail, not tellement du travail | si modifies adjectives and adverbs only; with a noun use tant de / tellement de	Il a beaucoup neigé, si bien que l'école est fermée. | Le film était si long que je me suis endormi. | J'ai tellement de travail que je ne sors plus.	consequence | connectors | si_bien_que | intensity	Le bar était tellement bruyant qu'on est partis, si bien que j'ai raté la fin.	tellement bruyant qu'=>degree_result=>so noisy that||si bien que=>result_connector=>with the result that, + indicatif	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_B12_CONSEQUENCE		regex:\bsi bien qu(?:e |')|\bde (?:sorte|telle sorte|manière|façon|telle façon) qu(?:e |')|\b(?:si|tellement|tant) (?:de \w+ |\w+ )qu(?:e |')	Si bien que (+ indicative) states a result; si/tellement … que links intensity and result: il était si tard que…	Si bien que (+ Indikativ) nennt eine Folge; si/tellement … que verbindet Intensität und Folge: il était si tard que…	Si bien que (+ indicatif) exprime une conséquence ; si/tellement… que lie intensité et conséquence : si tard que…	draft
FR2_B21_PURPOSE	fr	B2	Connectors	afin_que_de_peur_que	Afin de, afin que, de peur que: purpose	Afin de, afin que, de peur que: Zweck	Afin de, afin que, de peur que : le but	1280	false	Afin de and de peur de / de crainte de + infinitive express purpose and fear-avoidance when the subjects are the same; afin que and de peur que / de crainte que + subjonctif are used when they differ, and de peur que often takes a ne explétif without negative meaning (de peur qu'il ne tombe).	Use it in formal writing and careful speech to state aims and precautions.	afin de / de peur de + infinitive; afin que / de peur que (ne) + subjonctif	Pour / pour que (B1.1, B1.2) are the everyday forms; afin de / afin que are more formal with the same meaning. | De peur qu'il ne pleuve means for fear that it rains: the ne is expletive, and a real negation needs pas (de peur qu'il ne vienne pas).	✗ Je parle lentement afin que tu comprends. → ✓ Je parle lentement afin que tu comprennes. | reading the ne explétif in de peur qu'il ne tombe as a negation | using afin que with the same subject instead of afin de + infinitive	Je vous envoie le plan afin que vous puissiez vous préparer. | Elle a pris un taxi de peur de rater son avion. | Parle doucement de peur que le bébé ne se réveille.	purpose | subjonctif | afin_que | de_peur_que	Je laisse la clé au voisin afin que tu puisses entrer, de peur que tu ne sois bloqué dehors.	afin que tu puisses=>purpose_subjunctive=>afin que + subjonctif||de peur que tu ne sois=>fear_ne_expletif=>de peur que + optional ne + subjonctif, no negation	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_B12_SUBJ_CONJUNCTIONS		regex:\bafin (?:de |d'|que |qu')|\bde (?:peur|crainte) (?:de |d'|que |qu')	Afin de/de peur de + infinitive with the same subject; afin que/de peur que (+ optional ne) + subjonctif otherwise.	Afin de/de peur de + Infinitiv bei gleichem Subjekt; sonst afin que/de peur que (+ optionales ne) + Subjonctif.	Même sujet : afin de/de peur de + infinitif ; sujets différents : afin que/de peur que (ne) + subjonctif.	draft
FR2_B21_INFINITIF_PASSE	fr	B2	Verbs	infinitif_passe	Après avoir fini: the past infinitive	Après avoir fini: der Infinitiv Perfekt	Après avoir fini : l'infinitif passé	1290	false	The infinitif passé (avoir or être + past participle) expresses an action completed before the main verb, with the same subject; après always requires it (après avoir dîné), and it also follows remercier de, regretter de, être content de and sans (sans avoir payé); with être the participle agrees with the subject.	Use it to sequence actions compactly and to thank or apologise for past actions.	après + avoir / être + participe passé; remercier de / regretter de / sans + infinitif passé	Avant de (B1.1) takes the plain infinitive (avant de partir); après takes the past infinitive (après être parti). | Only with the same subject; with different subjects use après que + indicatif (B2.2).	✗ Après avoir arrivé, elle m'a appelé. → ✓ Après être arrivée, elle m'a appelé. | après + plain infinitive (après manger) is colloquial; write après avoir mangé | forgetting agreement with être: après être rentrées, elles ont dîné	Après avoir dîné, on a regardé un film. | Merci de m'avoir aidé hier. | Elle est partie sans avoir payé.	infinitif_passe | apres | sequence | agreement	Après être rentrée du bureau et avoir pris une douche, elle a appelé sa mère.	Après être rentrée=>infinitif_passe_etre=>être verb: agreement with the subject||avoir pris=>infinitif_passe_avoir=>completed before the main verb	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_B11_PREP_INFINITIVE | FR2_A21_PC_ETRE		regex:\baprès (?:ne |n'|m'|t'|l'|s'|y |en |me |te |le |la |les |lui |leur |nous |vous ){0,2}(?:avoir|être) \w+|\b(?:sans|de|d')\s?(?:ne |n'|m'|t'|l'|s'|y |en |me |te |le |la |les |lui |leur |nous |vous ){0,2}avoir (?:\w+ée?s?|dû|pu|su|eu|vu|lu|bu|fait|faite|dit|pris|prise|mis|écrit|venue?s?|partie?s?|sortie?s?|fini|choisi|compris|voulu|connu|perdu|attendu|entendu|vendu|reçu|ouvert|offert|mort|née?s?)\b	After après, use the past infinitive, avoir/être + participle: après avoir mangé, après être partie.	Nach après steht der Infinitiv Perfekt, avoir/être + Partizip: après avoir mangé, après être partie.	Avec après, on met l'infinitif passé, avoir/être + participe : après avoir mangé, après être partie.	draft
FR2_B21_PARTICIPE_PRESENT	fr	B2	Verbs	participe_present	Participe présent: ayant fini, étant donné	Participe présent: ayant fini, étant donné	Le participe présent : ayant fini, étant donné	1300	true	The participe présent (nous-stem + -ant, invariable; irregular ayant, étant, sachant) is used without en in written French to replace a relative clause (les clients désirant réserver = qui désirent) or to express cause or anteriority (étant malade, il est resté); the compound form ayant / étant + participle marks a completed prior action.	Use it in formal emails, reports, notices and narrative writing.	nous-stem + -ant (invariable); ayant / étant + participe passé	The gérondif (B1.2) is en + -ant and refers to the subject of the main verb; the participe présent has no en and can describe any nearby noun: j'ai vu Paul sortant du cinéma. | The participe présent never agrees; the adjectif verbal (B2.2) agrees and may be spelled differently.	✗ Étant fatiguée, la réunion a été annulée. → ✓ Étant fatiguée, elle a annulé la réunion. | adding agreement: les personnes souhaitant s'inscrire, not souhaitantes | overusing it in speech, where qui + verb or parce que sounds more natural	Les voyageurs désirant un taxi sont priés de patienter. | Ayant raté le train, j'ai pris un taxi. | Étant donné l'heure, on va rentrer.	participe_present | written_register | cause | ayant	N'ayant pas reçu de réponse, je vous relance.	N'ayant pas reçu=>compound_participle=>ayant + participle: a completed prior action giving the cause||je vous relance=>main_clause=>the participle refers to its subject, je	cefr | delf_b2 | kwiziq_b2	B2.1	FR2_B12_GERUND	FR2_B12_GERUND	regex:(?<!\ben )\b(?:n'|ne )?(?:ayant|étant|sachant|désirant|souhaitant|voulant|pouvant|possédant)\b	Without en, the -ant form replaces qui + verb or gives a cause in writing: ayant fini, il est parti.	Ohne en ersetzt die -ant-Form qui + Verb oder nennt schriftlich einen Grund: ayant fini, il est parti.	Sans en, la forme en -ant remplace qui + verbe ou une cause : ayant fini, il est parti.	draft
FR2_B22_SI_MIXED	fr	B2	Conditionals	mixed_conditionals	Mixed si-clauses	Gemischte Bedingungssätze mit si	Les phrases en si mixtes	1310	true	When condition and result belong to different times, combine the forms: si + plus-que-parfait with conditionnel présent (past cause, present result: si j'avais pris ma veste, je n'aurais pas froid) or si + imparfait with conditionnel passé (lasting fact, past result: si j'étais plus prudent, je n'aurais pas eu cet accident); the si-clause never takes the conditionnel.	Use it to link past choices to your present situation, or a lasting trait to a past event.	si + plus-que-parfait, conditionnel présent; si + imparfait, conditionnel passé	Type 2 (B1.1) and type 3 (B2.1) keep both halves in one time frame; mixed si-clauses cross them: si j'avais fait médecine, je serais médecin aujourd'hui.	✗ Si j'aurais fait médecine, je serais médecin. → ✓ Si j'avais fait médecine, je serais médecin. | forcing a type 3 result when the consequence is present: si tu avais dormi, tu serais en forme maintenant | si + imparfait can describe a lasting trait, not only a present situation	Si j'avais pris ma veste, je n'aurais pas froid maintenant. | Si elle parlait allemand, elle aurait obtenu ce poste. | Si on avait réservé, on serait déjà à table.	si_clause | mixed_conditionals | conditionnel | time_frames	Si tu avais dormi plus tôt, tu ne serais pas si fatigué aujourd'hui.	Si tu avais dormi=>past_condition=>si + plus-que-parfait||ne serais pas si fatigué aujourd'hui=>present_result=>conditionnel présent: the effect now	cefr | delf_b2 | kwiziq_b2	B2.2	FR2_B21_SI_TYPE3		llm:Credit a si-sentence whose tenses deliberately cross time frames (si + plus-que-parfait with conditionnel présent, or si + imparfait with conditionnel passé), with no conditionnel after si.	Mix the halves when times differ: si j'avais écouté (past), je serais riche (now); never conditionnel after si.	Bei unterschiedlichen Zeitebenen mischt man: si j'avais écouté (früher), je serais riche (jetzt); nie Conditionnel nach si.	On mélange selon l'époque : si j'avais écouté, je serais riche aujourd'hui ; jamais de conditionnel après si.	draft
FR2_B22_HYPOTHESIS	fr	B2	Conditionals	au_cas_ou_a_supposer_que	Au cas où, à supposer que, même si: hypotheses	Au cas où, à supposer que, même si: Hypothesen	Au cas où, à supposer que, même si : l'hypothèse	1320	false	Hypothesis connectors each impose a mood: au cas où + conditionnel (au cas où il pleuvrait), à supposer que / en admettant que / pour peu que + subjonctif, même si + indicatif (présent, imparfait, plus-que-parfait, as with si); en cas de + noun is the nominal equivalent of au cas où.	Use it to plan for contingencies, argue from hypotheses, and insist that a condition changes nothing.	au cas où + conditionnel; à supposer que / en admettant que + subjonctif; même si + indicatif; en cas de + noun	Si (B1.1, B2.1) never takes the conditionnel, but au cas où does: au cas où tu aurais besoin de moi. | À condition que (B2.1) sets a requirement; à supposer que only imagines a case for the sake of argument.	✗ Au cas où tu as besoin, appelle-moi. → ✓ Au cas où tu aurais besoin, appelle-moi. | même si + conditionnel is wrong: même s'il pleuvait, not même s'il pleuvrait | en cas de takes a noun without article: en cas de panne	Prends un parapluie au cas où il pleuvrait. | À supposer qu'il accepte, qui paiera le voyage ? | En cas de problème, appelez ce numéro.	hypothesis | au_cas_ou | mood_choice | connectors	Je te laisse mon numéro au cas où tu te perdrais, même si le quartier est simple.	au cas où tu te perdrais=>conditionnel_after_au_cas_ou=>in case: conditionnel||même si le quartier est=>indicative_after_meme_si=>even if: indicative	cefr | delf_b2 | kwiziq_b2	B2.2	FR2_B22_SI_MIXED | FR2_B21_CONDITION_SUBJ		regex:\bau cas où\b|\bà supposer qu(?:e |')|\ben admettant qu(?:e |')|\ben cas d(?:e |')|\bpour peu qu(?:e |')	Au cas où takes the conditionnel, à supposer que the subjonctif, and même si the indicative.	Au cas où steht mit Conditionnel, à supposer que mit Subjonctif, même si mit Indikativ.	Au cas où se construit avec le conditionnel, à supposer que avec le subjonctif, même si avec l'indicatif.	draft
FR2_B22_CONDITIONAL_HEARSAY	fr	B2	Conditionals	conditionnel_journalistique	Conditionnel for unconfirmed news: le suspect serait…	Conditionnel für unbestätigte Meldungen: le suspect serait…	Le conditionnel journalistique : le suspect serait…	1330	false	The conditionnel présent (present or future facts) and conditionnel passé (past facts) mark information as reported and unverified, like reportedly or allegedly; it often appears with selon, d'après or de source policière.	Use it to read and write news, and to pass on information you cannot vouch for.	subject + conditionnel présent / passé (selon X, d'après Y)	The conditionnel passé of regret (B2.1: j'aurais dû) expresses a missed possibility; here aurait fait states an alleged fact. | German uses sollen or the Konjunktiv I (soll … haben, habe … gemacht); English uses reportedly or allegedly.	✗ Le ministre démissionnerait hier. → ✓ Le ministre aurait démissionné hier. | reading it as a hypothesis (would be) instead of a report (reportedly is) | overusing it for facts that are confirmed	Selon plusieurs témoins, le conducteur roulerait sans permis. | L'incendie aurait fait deux blessés. | Le Premier ministre aurait démissionné ce matin.	conditionnel | news | hearsay | register	D'après la presse locale, le suspect serait en fuite et aurait quitté le pays.	D'après la presse locale=>source=>the source of the unconfirmed report||serait en fuite=>hearsay_present=>reportedly is||aurait quitté=>hearsay_past=>reportedly left	cefr | delf_b2 | kwiziq_b2	B2.2	FR2_B21_CONDITIONAL_PAST		regex:\b(?:selon|d'après)\b[^.!?]{1,80}?\b\w+(?:rait|raient)\b|\b\w+(?:rait|raient)\b[^.!?]{0,80}?\b(?:selon|d'après)\b	News uses the conditionnel for unconfirmed facts: le suspect serait en fuite, l'incendie aurait fait deux blessés.	Nachrichten nutzen den Conditionnel für Unbestätigtes: le suspect serait en fuite, l'incendie aurait fait deux blessés.	La presse emploie le conditionnel pour une information non confirmée : le suspect serait en fuite.	draft
FR2_B22_REPORTED_SEQUENCE	fr	B2	Syntax	sequence_of_tenses	Reported speech: full sequence of tenses and time words	Indirekte Rede: Zeitenfolge und Zeitangaben	Le discours rapporté : concordance des temps et indicateurs de temps	1340	true	When the reporting verb is in a past tense, présent → imparfait, passé composé → plus-que-parfait, futur → conditionnel présent, futur antérieur → conditionnel passé (imparfait, plus-que-parfait and conditionnel stay), and time words shift: aujourd'hui → ce jour-là, hier → la veille, demain → le lendemain, la semaine prochaine → la semaine suivante, ici → là; imperatives become de + infinitive.	Use it to retell conversations, messages and statements after the fact, in speech and writing.	il a dit / il avait dit que + imparfait / plus-que-parfait / conditionnel; demain → le lendemain, hier → la veille	B1.2 introduced the basic shift (il a dit qu'il viendrait); here the full table, including futur antérieur → conditionnel passé and the time words. | If the statement is still true or the time words still valid when you report it, the shift is optional: the same day, il m'a dit qu'il vient demain is fine.	✗ Il a dit qu'il viendra demain (reported a week later). → ✓ Il a dit qu'il viendrait le lendemain. | hier becomes la veille, not le jour avant | an imperative becomes de + infinitive: il m'a dit de partir	Elle m'a dit qu'elle avait perdu ses clés la veille. | Il a annoncé qu'il partirait le lendemain. | Ils ont expliqué qu'ils auraient fini avant la fin de la semaine.	reported_speech | sequence_of_tenses | time_markers | narration	Le 3 mai, Paul a dit qu'il avait vu Léa la veille et qu'il la reverrait le lendemain.	avait vu...la veille=>past_before_past=>hier → la veille, passé composé → plus-que-parfait||reverrait le lendemain=>future_in_past=>demain → le lendemain, futur → conditionnel	cefr | delf_b2 | kwiziq_b2	B2.2	FR2_B12_REPORTED_PAST		regex:\b(?:dit|expliqué|annoncé|répondu|affirmé|déclaré|raconté|écrit|promis|précisé|ajouté|avoué|assuré|disait|expliquait)\b[^.!?]{0,60}\bqu(?:e |')[^.!?]{0,100}\b(?:la veille|le lendemain|ce jour-là|la semaine (?:suivante|précédente)|le mois (?:suivant|précédent)|l'année (?:suivante|précédente)|le surlendemain|l'avant-veille)\b	After a past reporting verb, shift tenses and time words: demain → le lendemain, hier → la veille.	Nach einem Redeverb in der Vergangenheit verschieben sich Zeiten und Zeitangaben: demain → le lendemain, hier → la veille.	Après un verbe introducteur au passé, temps et indicateurs changent : demain → le lendemain, hier → la veille.	draft
FR2_B22_INDIRECT_QUESTIONS_PAST	fr	B2	Syntax	indirect_questions_past	Indirect questions in the past: il voulait savoir ce que…	Indirekte Fragen in der Vergangenheit: il voulait savoir ce que…	L'interrogation indirecte au passé : il voulait savoir ce que…	1350	false	After a past verb of asking or wondering (demander, vouloir savoir, se demander), indirect questions follow the sequence of tenses of reported speech; est-ce que becomes si, qu'est-ce que becomes ce que, qu'est-ce qui becomes ce qui, question words stay, inversion disappears, and there is no question mark.	Use it to report what people asked or wondered in the past.	il m'a demandé / il voulait savoir + si / ce que / ce qui / où / quand + subject + verb (tense shifted)	B1.1 indirect questions keep the tense after a present verb (je me demande s'il viendra); after a past verb the tense shifts (je me demandais s'il viendrait). | Direct question with inversion (où vas-tu ?) vs indirect question without inversion (il m'a demandé où j'allais).	✗ Il m'a demandé qu'est-ce que je voulais. → ✓ Il m'a demandé ce que je voulais. | keeping inversion: il voulait savoir où j'allais, not où allais-je | forgetting the tense shift: elle m'a demandé quand je partirais (futur → conditionnel)	Il voulait savoir ce que je faisais le week-end. | Elle m'a demandé si j'avais déjà mangé. | Je me demandais qui avait laissé la porte ouverte.	indirect_questions | reported_speech | sequence_of_tenses | si_ce_que	Le serveur m'a demandé ce que je voulais et si j'avais réservé.	m'a demandé=>past_reporting_verb=>a past verb of asking||ce que je voulais=>indirect_what=>qu'est-ce que → ce que, présent → imparfait||si j'avais réservé=>indirect_yes_no=>est-ce que → si, passé composé → plus-que-parfait	cefr | delf_b2 | kwiziq_b2	B2.2	FR2_B11_INDIRECT_QUESTIONS | FR2_B22_REPORTED_SEQUENCE		regex:\b(?:demandé|demandait|demandais|demandaient|demanda|voulait savoir|voulais savoir|voulaient savoir|voulu savoir|ignorait|ignorais)\b[^.!?]{0,30}?\b(?:si|s'|ce que|ce qu'|ce qui|où|quand|comment|pourquoi|combien|qui|quel|quelle|quels|quelles|lequel|laquelle)(?=\W)	In past indirect questions, keep statement word order, shift tenses, use si, ce que, ce qui: il m'a demandé si…	Indirekte Fragen in der Vergangenheit: normale Wortstellung, Zeitverschiebung, si, ce que, ce qui: il m'a demandé si…	Question indirecte au passé : ordre normal, concordance des temps, si, ce que, ce qui : il m'a demandé si…	draft
